condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,taskQuestion,correctAnswer,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
BA.8,لما هي كانت في السوق الخياطة فاصلت البياع,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.9,لما هي كانت في البيت الشغالة شافت الحرامي,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.10,لما هي كانت في المدرسة الام ودعت الولاد,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.11,لما هي كانت في المطبخ الطباخة كلمت السواق,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.12,لما هي كانت في الصالون الكوافيرة ظبطت الزبونة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.13,لما هي كانت في البيت الداية ساعدت الام,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.14,لما هي كانت في الورشة الرسامة نقدت الفنان,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.15,لما هي كانت في الكنيسة الراهبة كلمت البابا,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.31,لما هو كان في المستشفى الدكتور عالج العيان,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.32,لما هو كان في الموقع المهندس لاحظ الفورمن,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.33,لما هو كان في المطار الطيار قابل المضيفة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.34,لما هو كان في المحكمة القاضي عاقب المجرم,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.35,لما هو كان في الشغل السواق وصل الزبون,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.36,لما هو كان في المدرسة الناظر عاقب الطلاب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.37,لما هو كان في العاصمة الوزير قابل الرئيس,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.38,لما هو كان في البيت الكهربائي حاسب الاب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.39,لما هو كان في المطعم الشيف اكل الويتر,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.40,لما هو كان في المعمل العالم علم المساعد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.41,لما هو كان في المستشفى الجراح كلم الممرضة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.42,لما هو كان في المكتب المحامي جاب المتهم,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.43,لما هو كان في الورشة النجار درب المساعد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.44,لما هو كان علي المركب القبطان شجع التقم,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.45,لما هو كان في القسم الضابط حيا النقيب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.16,لما أنا كنت في الجنينة الفلاحة ترضت الولاد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.17,لما أنا كنت في المطبخ الطباخة علمت المبتدئين,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.18,لما أنا كنت في الفصل المدرسة هزأت الطلاب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.19,لما أنا كنت في المستشفى الصيدلانية صرفت الادوية,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.20,لما أنا كنت في العمليات الممرضة ساعدت الدكتور,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.21,لما أنا كنت في المعرض الرسامه عرضت اللوح,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.22,لما أنا كنت في المسرح الممثلة مثلت الدور,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.23,لما أنا كنت في الأجتماع السكرتيره كتبت الملاحظات,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.24,لما أنا كنت في الجنينة الشغالة لعبت الاولاد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.25,لما أنا كنت في العرض المصممه عرضت التصاميم,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.26,لما أنا كنت في الطيارة المضيفة جابت الأكل,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.27,لما أنا كنت في المكتب المترجمة ترجمة الوثائق,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.28,لما أنا كنت في القاعة المنظمة جهزت الزينة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.29,لما أنا كنت في الاستوديو المذيعة قدمة النشرة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.30,لما أنا كنت في المشغل الخياطة جهز الفستان,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.46,لما أنا كنت في الموقع المهندس راجع التصميم,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.47,لما أنا كنت في المكتب المحاسب راجع الحسابات,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.48,لما أنا كنت في العمليات الدكتور كسر الجهاز,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.49,لما أنا كنت في المحطة الضابط حل القضية,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.50,لما أنا كنت في المينا البحار جهز المركب,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.51,لما أنا كنت في الملعب المدرب علم اللعيبة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.52,لما أنا كنت في المكتب المدير نظم الاجتماعات,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.53,لما أنا كنت في المطار الطيار جهز للاقلاع,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.54,لما أنا كنت في الاستوديو المنتج ضبط المشهد,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.55,لما أنا كنت في الطوارئ الجراح انقذ العجوز,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.56,لما أنا كنت في البيت الكهربائي صلح النور,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.57,لما أنا كنت في المؤتمر السفير القى كلمة,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.58,لما أنا كنت في السجن الحارس مسك الهربنين,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.59,لما أنا كنت في الجيم المدرب مرن المتسابقين,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.60,لما أنا كنت في المصنع النجار عمل ترابيزة,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.01,أنثى الفرخة اسمها دجاجة,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.02,مريم بتغسل سنانها بعد كل وجبة,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.03,قبل ممارسة الرياضة أحمد بيمدد عضلاته,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.04,جمانة مبتعرفش تكذب,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.05,مالك كتب فصل في الكتاب,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.06,خلال الفيلم اكلنا فشار بالزبدة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.07,إيمان حطت كورنفلكس في البولة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.08,عمر كتبلها جواب حب,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.09,اشترى سجادة مسحتها من الحيطة للحيطة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.10,حطيت اسمي في اللستة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.11,أنا بحب الكيك مع الآيس كريم,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.12,أنا طلبة ساندوتش جبنة بالزتون,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.13,مصطفى طلب همبرغر و بطاطس,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.14,كارما صحت بعد حلم وحش,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.15,المتسكل ممكن يعمل دوشة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.16,القطة متغطية بفرو أبيض,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.17,نيويورك مدينة مزعجة و زحمة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.18,رحمة وزنت نفسها على ميزان الحمام,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.19,أدم وقع وسلخ ركبته,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.20,اتسمت على اسم ولدتها,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.21,الموظف ملا العربية بنزين,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.22,الولاد سعدو رانيا تصلح عربيتها,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.23,السماد بيقوي التربة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.24,الأم اكلت المولود الجديد,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.25,عازف الؤرج عزف مع مغنين الكنيسة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.26,عربيات السباق تلقت العلم الي عليه مربعات,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.27,المركب اختفت في الشبورة الكثيفة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.28,الولد الصغير شاط الكورة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.29,هما ربو الخنازير في مزرعتهم,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.30,امبارح هما جديفو المركب في النهر,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.31,بعد ما اتسرق اتصل الضحية بالكيلومتر,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.32,بعد العشا هما غسلوا الجنينة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.33,كل الكواكب بيلفو حولين الارقام,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.34,بلال حط صلصة على المرض,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.35,نورا محبوبة من كل نورها,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.36,أثناء الكورة جو لوى فلوسه,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.37,كل يوم اتنين الجنايني بيقص الخزنة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.38,الأب قطع الديك الرومي بشارع,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.39,فريد حط الدودة على القاموس,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.40,هو اشتراها من محل الضغط,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.41,هو فك الكرفتة الي حولين حصانه,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.42,هو بعت الجواب من غير سلم,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.43,جزمتها الجديدة مقاسها سنة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.44,أنا عموما بدخن سجاير الطاقة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.45,من سوء الحظ المشي تحت المراكب,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.46,ندى سخنت ببرونة اللبن بتاعت الشغل,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.47,سيف ملى القلم باللبن,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.48,كريم كنس الأرض بأجتماع,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.49,هي لبست جزمة بكعب ختم,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.50,هي تبلة الستيك بالفلفل الشنطة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.51,السنة الدراسية بتبدأ في الجسر,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.52,حنفية الحمام بدأت مكتبة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.53,المركب عدت بسهولة من تحت الدقيقة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.54,المدخن المتهور سبب حريقة في الرعد,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.55,المحاضرة مفروض تكون حوالي ساعة فضاء,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.56,الخنزير نام في الدرج,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.57,جرا الرياضي اخر ربع صيد,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.58,الشتا كان قاسي اوي المية,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.59,الجنينة اتدمرت بسبب المكنسة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.60,بيسخنو البسين بالطاقة الفلفلية,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
